text,intent
"playing the chess is very exhausting , isn't ?",question
hello . how was the marketing meeting ?,greeting
"this is bill burton from milford insurance , i'm calling in regards to our meeting next tuesday .",directive
do you know other famous animals in the world ?,question
right . that's good .,inform
i need to make a transfer of my money,inform
i ’ m glad you understand .,inform
"yes , i have one carton of cigarettes and a bottle of whiskey .",inform
"that's what we like to hear , a profitable business .",inform
"just plug the ethernet cable into your computer , and you'll be off and running .",directive
could you please reorder me some lysol,directive
we may travel by sea .,inform
what is the largest tree in the world,inform
give me my credit score,inform
you're most welcome .,inform
"it's nice , but it's rather plain . do you want to try my tiramisu ?",question
"alright , i have an idea.you know he carries that conservative-looking briefcase every day .",inform
they are all great skiers and very experienced . so i suppose the chance for them to be buried by an avalanche is slim .,inform
"ok , we will send some men as soon as possible .",directive
i learned in college .,inform
i have a collect call for you from jennifer . will you accept the charges ?,question
"at 9:36 . and the 9:18 gets to london at 9:55 , the 10:32 at 11:09 .",inform
will i get getting my new card anytime soon,inform
hard to say.now the score is in our favor .,inform
we should be there by 5 this afternoon .,inform
"yes , very much . which one is the latest ?",question
you look tired .,inform
i got one the other day .,inform
i'm striving to find a 2-way flight from jfk to dtw for w to july 3,directive
put carrots on my shopping list,directive
that checks out,confirmation
there is a supermarket in kensington high street . i'll come and give you a hand .,commissive
on account ending in 3838 change my pin to 1234,inform
it look fine.can i try it on ?,directive
what fuel should i use for this car,inform
then i'm afraid there's none in stock .,inform
i really feel grateful to you for your reference . they have mentioned this in the job interview .,inform
please tell him i'll call him at the office tomorrow afternoon .,directive
this is jim . he is our office assistant .,inform
"basically , what i need from you now is your driver ’ s license or some id that shows your residency status .",commissive
my income remains the same but prices just continue to rise .,inform
"by crunching the numbers and putting in your expenses , i estimate that you can afford a house of around five hundred thousand dollars .",commissive
i know some junior high kids who can stay out later than that .,inform
